property_id,status_id,style_id,type_id,property_mls_number,property_apn_number,property_tax_number,property_address,property_address2,property_city,property_county,property_state,property_state_abbrev,property_zip,property_country,property_township,property_long_desc,property_med_desc,property_short_desc,property_value,property_listing_date,property_exp_date,property_date_created,property_date_updated,property_total_campaign_cost
50225,2,0,0,09359667,NULL,NULL,"3576 Adler Court",NULL,Mundelein,,IL,IL,60060,"United States",NULL,"Welcome to Del Webb 55 and up Community. Open floor plan with views overlooking conservancy and wetlands. Truly 1-of a-kind location on a cul-de-sac premium corner lot, backing up to wide open views of wetlands. Enjoy the bay window breakfast area off of the Chefs kitchen w/all stainless appliances and granite counters. Butlers pantry completes the deluxe feel. Expansive Master bedroom boasts a tray ceiling and views of the conservancy. Master bath features double sinks, separate shower, lg soaking tub, private potty. Stretched garage option adds 4 feet to depth, leaving lots of room for storage. In ground sprinkler system for greenest grass! Terrific clubhouse facilities include indoor lap pool and state of the art exercise equipment. Lawn and snow removal included in monthly fees.","Welcome to Del Webb 55 and up Community. Open floor plan with views overlooking conservancy and wetlands. Truly 1-of a-kind location on a cul-de-sac premium corner lot, backing up to wide open views of wetlands. Enjoy the bay window breakfast area off of the Chefs kitchen w/all stainless appliances and granite counters. Butlers pantry completes the deluxe feel. Expansive Master bedroom boasts a tray ceiling and views of the conservancy. Master bath features double sinks, separate shower, lg soaking tub, private potty. Stretched garage option adds 4 feet to depth, leaving lots of room for storage. In ground sprinkler system for greenest grass! Terrific clubhouse facilities include indoor lap pool and state of the art exercise equipment. Lawn and snow removal included in monthly fees.",NULL,399000,2016-10-05,2017-03-17,"2019-01-15 21:29:17","0000-00-00 00:00:00",0
50226,2,0,0,09392744,NULL,NULL,"12814 Clinton Street",NULL,"Blue Island",,IL,IL,60406,"United States",NULL,"Charming 1.5 Story 4 Bedroom home on a basement with 2 car detached garage on Corner lot.  Kitchen has a breakfast room. One bedroom on 1st floor.  3 bedrooms on 2nd floor plus den or office.  Unfinished basement. Main Level Windows & Roof (House & Garage) are Newer (8 yrs) Siding & Gutters (2 Yrs) and Furnace is 1 Yr New. 13 month home warranty included! Low taxes!  a couple blocks from Eisenhower High School!","Charming 1.5 Story 4 Bedroom home on a basement with 2 car detached garage on Corner lot.  Kitchen has a breakfast room. One bedroom on 1st floor.  3 bedrooms on 2nd floor plus den or office.  Unfinished basement. Main Level Windows & Roof (House & Garage) are Newer (8 yrs) Siding & Gutters (2 Yrs) and Furnace is 1 Yr New. 13 month home warranty included! Low taxes!  a couple blocks from Eisenhower High School!",NULL,134900,2016-11-21,2017-01-27,"2019-01-15 21:29:17","0000-00-00 00:00:00",0
50227,2,0,0,09721436,NULL,NULL,"205 HOLLOW Way",NULL,Ingleside,,IL,IL,60041,"United States",NULL,"Tucked back in the Oaks of the Hollows to ensure privacy this beautiful home offers so much. Striking two story Foyer with hardwood floor greets you. The Office off the Foyer features built-in oak cabinetry complimenting the oak trim and doors throughout the home. New carpet and a bay window grace the sunken Living Room. Pass through the formal Dining Room to the Heart of the home, a spacious Kitchen (quartz counter) open to the Eating Area and Family Room with brick fireplace extending all the way up to the vaulted and three sets of sliding glass doors to an expansive, covered deck with ceiling fans and recessed lighting overlooking your secluded back yard. Master Suite is complete with his & hers walk-in closets and a ceramic tiled bath with double sink, whirlpool tub and separate shower. English Basement gets plenty of daylight and is ready for finishing. Extras include lake rights to the Association Park on Duck Lake and a short drive to schools, shopping and Metra & hi-eff furnace","Tucked back in the Oaks of the Hollows to ensure privacy this beautiful home offers so much. Striking two story Foyer with hardwood floor greets you. The Office off the Foyer features built-in oak cabinetry complimenting the oak trim and doors throughout the home. New carpet and a bay window grace the sunken Living Room. Pass through the formal Dining Room to the Heart of the home, a spacious Kitchen (quartz counter) open to the Eating Area and Family Room with brick fireplace extending all the way up to the vaulted and three sets of sliding glass doors to an expansive, covered deck with ceiling fans and recessed lighting overlooking your secluded back yard. Master Suite is complete with his & hers walk-in closets and a ceramic tiled bath with double sink, whirlpool tub and separate shower. English Basement gets plenty of daylight and is ready for finishing. Extras include lake rights to the Association Park on Duck Lake and a short drive to schools, shopping and Metra & hi-eff furnace",NULL,299900,2017-08-14,2018-05-23,"2019-01-15 21:29:17","0000-00-00 00:00:00",0
50228,2,0,0,09058527,NULL,NULL,"2813 Forest Avenue",NULL,"River Grove",,IL,IL,60171,"United States",NULL,"Octagon Brick Bungalow has lots to offer! Hardwood floors, stained glass windows, natural woodwork!  Updated baths and big kitchen w/ ceramic tile backsplash.  Large eating area overlooks big yard.  Spacious/high ceiling 2nd floor w/ 2 large rooms + full bath.  Dry finished lower level features  family room, bedroom, full bath. Overhead sewers. Plenty of room in back to build a garage! Metra & shopping nearby.","Octagon Brick Bungalow has lots to offer! Hardwood floors, stained glass windows, natural woodwork!  Updated baths and big kitchen w/ ceramic tile backsplash.  Large eating area overlooks big yard.  Spacious/high ceiling 2nd floor w/ 2 large rooms + full bath.  Dry finished lower level features  family room, bedroom, full bath. Overhead sewers. Plenty of room in back to build a garage! Metra & shopping nearby.",NULL,229000,2015-10-07,2016-02-29,"2019-01-15 21:29:18","0000-00-00 00:00:00",0
50229,2,0,0,10007939,NULL,NULL,"218 Shadow Creek Cir",NULL,"Vernon Hills",,IL,IL,60061,"United States",NULL,"Rarely available 3 Bed/2 Bath Drake model townhome in Shadow Creek / Greggs Landing.  This premium home site has the ultimate privacy.  Corner unit with tons of windows for great natural light and views of mature trees. Recently updated with gleaming hardwood flooring and stainless steel appliances (2014).  Kitchen has upgraded 42" cabinets, granite counters,  planning desk and an eating area with sliding glass door that leads to the balcony. Family room features a vaulted ceiling and a cozy gas fireplace. With a double door entry, the master bedroom includes neutral carpeting (2014), recessed lighting (2014), and oversized walk-in closet with organizational system.  Meticulously maintained and move-in ready!","Rarely available 3 Bed/2 Bath Drake model townhome in Shadow Creek / Greggs Landing.  This premium home site has the ultimate privacy.  Corner unit with tons of windows for great natural light and views of mature trees. Recently updated with gleaming hardwood flooring and stainless steel appliances (2014).  Kitchen has upgraded 42" cabinets, granite counters,  planning desk and an eating area with sliding glass door that leads to the balcony. Family room features a vaulted ceiling and a cozy gas fireplace. With a double door entry, the master bedroom includes neutral carpeting (2014), recessed lighting (2014), and oversized walk-in closet with organizational system.  Meticulously maintained and move-in ready!",NULL,323900,2018-07-06,2018-11-27,"2019-01-15 21:29:18","0000-00-00 00:00:00",0
50230,2,0,0,09632770,NULL,NULL,"27069 W FOX RIVER Road",NULL,Cary,,IL,IL,60013,"United States",NULL,"ABSOLUTELY STUNNING CUSTOM HOME ON THE CHANNEL!  EXTERIOR GROUNDS HAVE BEEN METICULOUSLY MAINTAINED!  ENJOY THE BACKYARD DECK AND HOT TUB OR RELAX ON THE BRICK PAVER PATIO BY THE GORGEOUS FIREPLACE!  STEP INSIDE THIS HOME TO FIND GOURMET KITCHEN W/KNOTTY ALDER CABINETRY AND STAINLESS STEEL APPLIANCES, ENTERTAINMENT-SIZED DINING ROOM, DRAMATIC GREAT ROOM W/CATHEDRAL AND BEAMED CEILING, BUILT-IN ENTERTAINMENT CENTER AND A MASSIVE STONE FIREPLACE.  THERE IS ALSO A REC ROOM, GAME ROOM, 2 LAUNDRY ROOMS, MUD ROOM W/BUILT-INS, CATHEDRAL SECONDARY BEDROOMS AND SPIRAL STAIRCASE TO LOFT WHICH CAN BE AN IN-HOME OFFICE OR LIBRARY.  STAIRCASE TO PRIVATE MASTER BEDROOM SUITE W/CUSTOM WALK-IN CLOSET W/WALL OF BUILT-IN DRAWERS, CERAMIC TILE BATH W/TWO SINGLE-SINK VANITIES AND WALK-IN SEATED SHOWER W/MULTIPLE SPRAY HEADS PLUS LAMINATE FLOORING IN EXERCISE ROOM.  LOTS OF WINDOWS BRINGING THE OUTDOORS INSIDE! EVERY WHERE YOU LOOK THE QUALITY OF WORKMANSHIP IN THIS HOME IS EVIDENT!  COME SEE FOR YOURSELF!","ABSOLUTELY STUNNING CUSTOM HOME ON THE CHANNEL!  EXTERIOR GROUNDS HAVE BEEN METICULOUSLY MAINTAINED!  ENJOY THE BACKYARD DECK AND HOT TUB OR RELAX ON THE BRICK PAVER PATIO BY THE GORGEOUS FIREPLACE!  STEP INSIDE THIS HOME TO FIND GOURMET KITCHEN W/KNOTTY ALDER CABINETRY AND STAINLESS STEEL APPLIANCES, ENTERTAINMENT-SIZED DINING ROOM, DRAMATIC GREAT ROOM W/CATHEDRAL AND BEAMED CEILING, BUILT-IN ENTERTAINMENT CENTER AND A MASSIVE STONE FIREPLACE.  THERE IS ALSO A REC ROOM, GAME ROOM, 2 LAUNDRY ROOMS, MUD ROOM W/BUILT-INS, CATHEDRAL SECONDARY BEDROOMS AND SPIRAL STAIRCASE TO LOFT WHICH CAN BE AN IN-HOME OFFICE OR LIBRARY.  STAIRCASE TO PRIVATE MASTER BEDROOM SUITE W/CUSTOM WALK-IN CLOSET W/WALL OF BUILT-IN DRAWERS, CERAMIC TILE BATH W/TWO SINGLE-SINK VANITIES AND WALK-IN SEATED SHOWER W/MULTIPLE SPRAY HEADS PLUS LAMINATE FLOORING IN EXERCISE ROOM.  LOTS OF WINDOWS BRINGING THE OUTDOORS INSIDE! EVERY WHERE YOU LOOK THE QUALITY OF WORKMANSHIP IN THIS HOME IS EVIDENT!  COME SEE FOR YOURSELF!",NULL,450000,2017-05-19,2017-07-05,"2019-01-15 21:29:18","0000-00-00 00:00:00",0
50231,2,0,0,09837908,NULL,NULL,"8537 Cedar Street",NULL,"Fox Lake",,IL,IL,60020,"United States",NULL,"Stunning home in Hickory Cove Subdivision. This 5 bedroom, 3.5Bth home is freshly painted throughout, new carpeting installed on the 2nd floor, brand new kitchen cabinets and granite counter tops and an updated main floor bathroom. This home also features Anderson windows recently installed, new driveway, and updated light fixtures. Not to mention, a newer furnace was installed and hot water heater is only 1yr old. You will enjoy summer months with your own pool, fenced yard and water rights to the chain of lakes. Plenty of storage with a finished basement that includes a full bath and bedroom.","Stunning home in Hickory Cove Subdivision. This 5 bedroom, 3.5Bth home is freshly painted throughout, new carpeting installed on the 2nd floor, brand new kitchen cabinets and granite counter tops and an updated main floor bathroom. This home also features Anderson windows recently installed, new driveway, and updated light fixtures. Not to mention, a newer furnace was installed and hot water heater is only 1yr old. You will enjoy summer months with your own pool, fenced yard and water rights to the chain of lakes. Plenty of storage with a finished basement that includes a full bath and bedroom.",NULL,239900,2018-01-21,2018-04-19,"2019-01-15 21:29:18","0000-00-00 00:00:00",0
50232,2,0,0,09667408,NULL,NULL,"1799 S HAMLIN Lane",NULL,"Round Lake",,IL,IL,60073,"United States",NULL,"Great Home In Prime Location In Lakewood Grove. 2 BR + Loft That Can Be Converted To A 3rd Bedroom. Nice Kitchen Opens To Eating Area With Sliders To Deck & Yard Overlooking Walking Path & Preserve. Sun-Filled & Spacious Living Area. Master Suite Has His & Hers Closets & Private Bath. English Style Basement Is Perfect For A Rec Room & Storage. 2.5 Car Garage. Enjoy Pool, Clubhouse, Tennis, Playground & Walking Path.  Mundelein Schools - Fremont K-8 and Mundelein HS. Minutes To Train, Shopping, Trails & More.","Great Home In Prime Location In Lakewood Grove. 2 BR + Loft That Can Be Converted To A 3rd Bedroom. Nice Kitchen Opens To Eating Area With Sliders To Deck & Yard Overlooking Walking Path & Preserve. Sun-Filled & Spacious Living Area. Master Suite Has His & Hers Closets & Private Bath. English Style Basement Is Perfect For A Rec Room & Storage. 2.5 Car Garage. Enjoy Pool, Clubhouse, Tennis, Playground & Walking Path.  Mundelein Schools - Fremont K-8 and Mundelein HS. Minutes To Train, Shopping, Trails & More.",NULL,165000,2017-06-22,2017-08-18,"2019-01-15 21:29:18","0000-00-00 00:00:00",0
50233,2,0,0,09303414,NULL,NULL,"1945 Barnhill Drive",NULL,Mundelein,,IL,IL,60060,"United States",NULL,"Wonderful 2 Story with Full finished Walk out basement in sought after Fremont School District 79. Popular Grenville model with 3 bedrms, 1.1 bath , Living Rm, Dining Rm and family room. Rich Bamboo flooring flows through main level of home. Eat in kitchen with ceramic tile backsplash, appliances, opens to Family room with vaulted ceiling and sliding doors to deck. Private yard close to park,school,and walking paths. Updates include Roof '07, A/C '13,Vinyl Siding '07. Single Family home with NO ASSOCIATION fees - you own your land.  Showings after 3pm - M-F , Sat/Sun more flexible -  advance notice please - seller works 3rd shift.***NOTE- Square footage includes finished basement","Wonderful 2 Story with Full finished Walk out basement in sought after Fremont School District 79. Popular Grenville model with 3 bedrms, 1.1 bath , Living Rm, Dining Rm and family room. Rich Bamboo flooring flows through main level of home. Eat in kitchen with ceramic tile backsplash, appliances, opens to Family room with vaulted ceiling and sliding doors to deck. Private yard close to park,school,and walking paths. Updates include Roof '07, A/C '13,Vinyl Siding '07. Single Family home with NO ASSOCIATION fees - you own your land.  Showings after 3pm - M-F , Sat/Sun more flexible -  advance notice please - seller works 3rd shift.***NOTE- Square footage includes finished basement",NULL,219000,2016-08-01,2016-10-07,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50234,2,0,0,08979681,NULL,NULL,"441 N Pinecrest Road",NULL,Bolingbrook,,IL,IL,60440,"United States",NULL,"AWESOME DESCRIBES IT - CARPETING - TILE - BATHROOMS - CABINETS - SS APPLIANCES - FRESHLY PAINTED IN THE LAST 6 MONTHS - NEW DRIVEWAY - AWESOME DECK & PATIO - LANDSCAPED - FENCED YARD - NOTHING TO DO BUT MOVE IN AND ENJOY!","AWESOME DESCRIBES IT - CARPETING - TILE - BATHROOMS - CABINETS - SS APPLIANCES - FRESHLY PAINTED IN THE LAST 6 MONTHS - NEW DRIVEWAY - AWESOME DECK & PATIO - LANDSCAPED - FENCED YARD - NOTHING TO DO BUT MOVE IN AND ENJOY!",NULL,179900,2015-07-11,2015-09-23,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50235,2,0,0,08879045,NULL,NULL,"3406 Steeplechase Way",NULL,Grayslake,,IL,IL,60030,"United States",NULL,"UNRETIRE! Life will just begin at 55 living in this 2 BR, 2BA beautiful Woodfern Model in Saddlebrook Farms! With its sun drenched rooms, soaring 9' ceilings, fireplace and great kitchen you will be right at home! Resort style living with a fishing lake, Bingo Hall, Club House and plenty of activities. Don't forget this is a 55+ community! Bring your checkbook and DREAM now!","UNRETIRE! Life will just begin at 55 living in this 2 BR, 2BA beautiful Woodfern Model in Saddlebrook Farms! With its sun drenched rooms, soaring 9' ceilings, fireplace and great kitchen you will be right at home! Resort style living with a fishing lake, Bingo Hall, Club House and plenty of activities. Don't forget this is a 55+ community! Bring your checkbook and DREAM now!",NULL,124900,2015-04-02,2015-09-28,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50236,2,0,0,08639412,NULL,NULL,"213 Indian Ridge Lane",NULL,"Lake Villa",,IL,IL,60046,"United States",NULL,"WELL maintained 3 bedroom ranch home with one owner. Ceramic tile floor in the kitchen, sky lights in living room, fireplace, brick driveway, brick patio, electric retractable awning with remote over patio for ample shade, and a beautiful view of the water with wild life. Custom shelving in garage. Quiet cul-de-sac located in Savanna Springs.","WELL maintained 3 bedroom ranch home with one owner. Ceramic tile floor in the kitchen, sky lights in living room, fireplace, brick driveway, brick patio, electric retractable awning with remote over patio for ample shade, and a beautiful view of the water with wild life. Custom shelving in garage. Quiet cul-de-sac located in Savanna Springs.",NULL,190000,2014-06-09,2014-09-15,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50237,2,0,0,09947395,NULL,NULL,"5802 N Woodland Dr",NULL,Mchenry,,IL,IL,60051,"United States",NULL,"Great home featuring hardwood floors on entire main level, amazing kitchen with 42" cabinets, glass tile back splash and stainless appliances. Bathrooms have been tastefully updated. Lots of home for the money. Everything is move in ready. Large fenced back yard.  And, Johnsburg Schools.","Great home featuring hardwood floors on entire main level, amazing kitchen with 42" cabinets, glass tile back splash and stainless appliances. Bathrooms have been tastefully updated. Lots of home for the money. Everything is move in ready. Large fenced back yard.  And, Johnsburg Schools.",NULL,150000,2018-05-11,2018-06-27,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50238,2,0,0,09923490,NULL,NULL,"3028 W Roscoe St",NULL,Chicago,,IL,IL,60618,"United States",NULL,"Gorgeous light filled corner unit with beautiful South facing city views! Prime Avondale location and elevator building. Large layout ft 1400sqft. Kitchen featuring granite, SS appliances and large island. Hardwood flooring throughout main living areas. Spacious master suite ft double bowl vanity, separate whirlpool tub and walk-in shower. Private balcony off of living room. In unit laundry and additional storage on the floor. Beautiful common rooftop deck and attached garage parking included!","Gorgeous light filled corner unit with beautiful South facing city views! Prime Avondale location and elevator building. Large layout ft 1400sqft. Kitchen featuring granite, SS appliances and large island. Hardwood flooring throughout main living areas. Spacious master suite ft double bowl vanity, separate whirlpool tub and walk-in shower. Private balcony off of living room. In unit laundry and additional storage on the floor. Beautiful common rooftop deck and attached garage parking included!",NULL,350000,2018-04-20,2018-06-13,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50239,2,0,0,09875402,NULL,NULL,"106 Acorn Ct",NULL,"Round Lake Beach",,IL,IL,60073,"United States",NULL,"Beautiful location on a cul-de-sac backing to preserve and pond. Home sits high up and gives gorgeous view of surroundings. Walk out lower level is partially finished with bar, separate laundry area kitchen and what could be a second office. The home is being sold in as is condition including kitchen appliances. Garage opener in 3 stall only. There is a first floor office and some hardwood flooring. Beautiful entrance with cathedral ceiling and stairway to upper 4 bedrooms. Over 2434 square feet not counting the walkout basement with patio. Great buy in super premium location. Property is being sold in as-is condition.","Beautiful location on a cul-de-sac backing to preserve and pond. Home sits high up and gives gorgeous view of surroundings. Walk out lower level is partially finished with bar, separate laundry area kitchen and what could be a second office. The home is being sold in as is condition including kitchen appliances. Garage opener in 3 stall only. There is a first floor office and some hardwood flooring. Beautiful entrance with cathedral ceiling and stairway to upper 4 bedrooms. Over 2434 square feet not counting the walkout basement with patio. Great buy in super premium location. Property is being sold in as-is condition.",NULL,209900,2018-03-06,2018-05-22,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50240,2,0,0,09909593,NULL,NULL,"2811 N Bell Ave",NULL,Chicago,,IL,IL,60618,"United States",NULL,"Spectacular and spacious 2 bedroom, 2 bathroom condo in all brick elevator building at River's Edge! Home features an extra wide floor plan and hardwood floors throughout living spaces. Well appointed entry with spacious foyer leads into an oversized kitchen featuring stainless steel appliances, large kitchen island and granite counters. Kitchen looks onto living/dining area perfect for entertaining with recessed lighting, crown molding and gas fireplace. Master suite features large bright bedroom with a beautiful master bath featuring double vanity sinks, large shower, and a huge organized walk in closet. Second bedroom features a walk in closet. In-unit W/D. Seller has also updated the unit with brand new windows throughout! Enjoy stunning Southern unobstructed skyline views from large balcony. Heated garage parking and extra storage included.","Spectacular and spacious 2 bedroom, 2 bathroom condo in all brick elevator building at River's Edge! Home features an extra wide floor plan and hardwood floors throughout living spaces. Well appointed entry with spacious foyer leads into an oversized kitchen featuring stainless steel appliances, large kitchen island and granite counters. Kitchen looks onto living/dining area perfect for entertaining with recessed lighting, crown molding and gas fireplace. Master suite features large bright bedroom with a beautiful master bath featuring double vanity sinks, large shower, and a huge organized walk in closet. Second bedroom features a walk in closet. In-unit W/D. Seller has also updated the unit with brand new windows throughout! Enjoy stunning Southern unobstructed skyline views from large balcony. Heated garage parking and extra storage included.",NULL,420000,2018-04-09,2018-08-16,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50241,2,0,0,09605893,NULL,NULL,"425 Jason Lane",NULL,Schaumburg,,IL,IL,60173,"United States",NULL,"ALL BRICK HOME OPEN FLOOR PLAN,THIS HOME WAS A BUILDERS HOME SO MUCH DETAIL,BEAUTIFUL HARDWOOD FLOORS WITH CHERRY BORDER,VERY DETAILED CROWN MOLDING,SOLID 6 PANEL DOORS THROUGHOUT THE HOME,CENTRAL VAC, JACK & JILL BATH,1ST FLOOR BEDROOM WITH PRIVATE ONSUITE,2 STORY FAMILY ROOM,STONE FLOOR TO CEILING FIREPLACE,5 BEDROOMS 4.5 BATH, OVERSIZED MASTER SUITE WITH A 15X9 SITTING AREA,16X12 HIS AND HER WALK-IN CLOSET,MASTER BATH WITH LARGE SOAKER TUB,DOUBLE BOWL VANITY,DOUBLE SHOWER WITH A SEAT,BEAUTIFUL FENCED -IN YARD PROFESSIONALLY LANDSCAPED,IN-GROUND SPRINKLER SYSTEM,BRICK PAVER PATIO,3 CAR GARAGE,CONVENIENT LOCATION CLOSE TO EXPRESSWAY AND SHOPPING.....","ALL BRICK HOME OPEN FLOOR PLAN,THIS HOME WAS A BUILDERS HOME SO MUCH DETAIL,BEAUTIFUL HARDWOOD FLOORS WITH CHERRY BORDER,VERY DETAILED CROWN MOLDING,SOLID 6 PANEL DOORS THROUGHOUT THE HOME,CENTRAL VAC, JACK & JILL BATH,1ST FLOOR BEDROOM WITH PRIVATE ONSUITE,2 STORY FAMILY ROOM,STONE FLOOR TO CEILING FIREPLACE,5 BEDROOMS 4.5 BATH, OVERSIZED MASTER SUITE WITH A 15X9 SITTING AREA,16X12 HIS AND HER WALK-IN CLOSET,MASTER BATH WITH LARGE SOAKER TUB,DOUBLE BOWL VANITY,DOUBLE SHOWER WITH A SEAT,BEAUTIFUL FENCED -IN YARD PROFESSIONALLY LANDSCAPED,IN-GROUND SPRINKLER SYSTEM,BRICK PAVER PATIO,3 CAR GARAGE,CONVENIENT LOCATION CLOSE TO EXPRESSWAY AND SHOPPING.....",NULL,869000,2017-04-24,2017-06-09,"2019-01-15 21:29:19","0000-00-00 00:00:00",0
50242,2,0,0,09868101,NULL,NULL,"1684 Templeton Court",NULL,Mundelein,,IL,IL,60060,"United States",NULL,,,NULL,199000,2018-02-27,2018-03-27,"2019-01-15 21:29:20","0000-00-00 00:00:00",0
50243,2,0,0,09247074,NULL,NULL,"1948 Barnhill Drive",NULL,Mundelein,,IL,IL,60060,"United States",NULL,"LOCATION,LOCATION,THIS 3 BEDROOM,2.1 BATH,DUPLEX ON AN EXTRA LARGE CORNER LOT,IN AWARD WINNING FREMONT SCHOOL DIST,FEATURES LARGE KITCHEN WITH MAPLE CABINETS,GRANITE COUNTERS,NEWER APPLIANCES,SEP EATING AREA,HARDWOOD FLOORS IN FAMILY ROOM,VAULTED CEILINGS IN LIVING ROOM,MASTER BEDROOM INCLUDES MASTER BATH WITH DOUBLE BOWL SINK,WALK-IN CLOSET,1ST FLOOR LAUNDRY,BEAUTIFUL LANDSCAPED YARD WITH PATIO,BRING YOUR BUYERS !!!!","LOCATION,LOCATION,THIS 3 BEDROOM,2.1 BATH,DUPLEX ON AN EXTRA LARGE CORNER LOT,IN AWARD WINNING FREMONT SCHOOL DIST,FEATURES LARGE KITCHEN WITH MAPLE CABINETS,GRANITE COUNTERS,NEWER APPLIANCES,SEP EATING AREA,HARDWOOD FLOORS IN FAMILY ROOM,VAULTED CEILINGS IN LIVING ROOM,MASTER BEDROOM INCLUDES MASTER BATH WITH DOUBLE BOWL SINK,WALK-IN CLOSET,1ST FLOOR LAUNDRY,BEAUTIFUL LANDSCAPED YARD WITH PATIO,BRING YOUR BUYERS !!!!",NULL,229750,2016-06-03,2016-07-28,"2019-01-15 21:29:20","0000-00-00 00:00:00",0
50244,2,0,0,09360209,NULL,NULL,"28140 Meadow Lane Road",NULL,Mchenry,,IL,IL,60051,"United States",NULL,"135'OF LAKE FRONT AND PRIVATE PIER,LARGE 4+BR,4 FULL BATH,COLONIAL SITS ON 1 ACRE W/MATURE LANDSCAPE YARD,MASTER SUITE W/PRIVATE BATH,SITTING ROOM W/FIREPLACE HARDWOD FLOORS,WALK-IN CEDAR CLOSET,2ND FIREPLACE IN LIVING ROOM HARDWOOD FLOORS,KITCHEN HAS CORIAN COUNTERS AND BAY WINDOW OVERLOOKING THE LAKE,4 SEASON ROOM W/INDOOR GRILL,TITLE FLOOR,FINISHED BASEMENT WITH ENGLISH WALK-OUT AND FULL BATH,ZONE HEATING,WHOLE HOUSE FAN,ALL THIS IN WAUCONDA SCHOOLS,ENJOY THE DOWNTOWN  WAUCONDA AND ALL THE RESTURANTS.EXTRA LARGE DRIVEWAY WITH SIDE APRON,BRING YOUR BUYERS !!!!!","135'OF LAKE FRONT AND PRIVATE PIER,LARGE 4+BR,4 FULL BATH,COLONIAL SITS ON 1 ACRE W/MATURE LANDSCAPE YARD,MASTER SUITE W/PRIVATE BATH,SITTING ROOM W/FIREPLACE HARDWOD FLOORS,WALK-IN CEDAR CLOSET,2ND FIREPLACE IN LIVING ROOM HARDWOOD FLOORS,KITCHEN HAS CORIAN COUNTERS AND BAY WINDOW OVERLOOKING THE LAKE,4 SEASON ROOM W/INDOOR GRILL,TITLE FLOOR,FINISHED BASEMENT WITH ENGLISH WALK-OUT AND FULL BATH,ZONE HEATING,WHOLE HOUSE FAN,ALL THIS IN WAUCONDA SCHOOLS,ENJOY THE DOWNTOWN  WAUCONDA AND ALL THE RESTURANTS.EXTRA LARGE DRIVEWAY WITH SIDE APRON,BRING YOUR BUYERS !!!!!",NULL,289000,2016-10-05,2016-12-20,"2019-01-15 21:29:20","0000-00-00 00:00:00",0
50245,2,0,0,09704116,NULL,NULL,"690 Chandler Road",NULL,Gurnee,,IL,IL,60031,"United States",NULL,"Beautiful 4th floor condo with sweeping views of the golf course and pond. This is truly move-in ready. Newer carpet, recently painted. Newly remodeled bath with walk-in shower & grab bar. Master bedroom is spacious with private bath and large walk-in closet. New windows. In unit laundry 2nd bedroom(currently set-up as a dinning room) Elevator access to underground assigned parking space and storage. All the Heather Ridge amenities including swimming pool,golf,tennis and clubhouses. The secure building provides comfortable and safe living. No renting allowed.","Beautiful 4th floor condo with sweeping views of the golf course and pond. This is truly move-in ready. Newer carpet, recently painted. Newly remodeled bath with walk-in shower & grab bar. Master bedroom is spacious with private bath and large walk-in closet. New windows. In unit laundry 2nd bedroom(currently set-up as a dinning room) Elevator access to underground assigned parking space and storage. All the Heather Ridge amenities including swimming pool,golf,tennis and clubhouses. The secure building provides comfortable and safe living. No renting allowed.",NULL,109000,2017-07-27,2017-08-18,"2019-01-15 21:29:20","0000-00-00 00:00:00",0
50246,2,0,0,08861860,NULL,NULL,"1412 Wentworth Court",NULL,"Vernon Hills",,IL,IL,60061,"United States",NULL,"BRIGHT FIRST-FLOOR 3 BEDROOMS,2 BATH, EAT-IN KITCHEN WITH CORIAN COUNTERS,SLIDERS FROM KITCHEN AND LIVING ROOM TO PRIVATE PATIO,SPACIOUS MASTER SUITE WITH WALK-IN CLOSET,PRIVATE BATH.FULL SIZE WASHER & DRYER IN-UNIT,NEW FURANCE,ATTACHED GARAGE EXTRA DEEP WITH STORAGE SPACE,ENJOY THE POOL AND TENNIS COURTS,CLOSE TO SCHOOLS AND SHOPPING.BRING YOUR OFFER !!!!","BRIGHT FIRST-FLOOR 3 BEDROOMS,2 BATH, EAT-IN KITCHEN WITH CORIAN COUNTERS,SLIDERS FROM KITCHEN AND LIVING ROOM TO PRIVATE PATIO,SPACIOUS MASTER SUITE WITH WALK-IN CLOSET,PRIVATE BATH.FULL SIZE WASHER & DRYER IN-UNIT,NEW FURANCE,ATTACHED GARAGE EXTRA DEEP WITH STORAGE SPACE,ENJOY THE POOL AND TENNIS COURTS,CLOSE TO SCHOOLS AND SHOPPING.BRING YOUR OFFER !!!!",NULL,174000,2015-03-15,2015-07-14,"2019-01-15 21:29:21","0000-00-00 00:00:00",0
